index,m0,A,int,SN,mult
45,3021.83932879231,165.127460703701,818.562637138042,25.9854846994539,3
64,3027.35535668742,184.478193874118,915.124908566514,28.7910744488108,3
84,3033.13068961339,90.862914740534,451.064585679743,10.100911895356,3
127,3045.55372177657,306.516238972869,1524.00387411696,57.1651573570924,2
147,3051.14353059254,176.454327236006,877.951955661359,27.0834318509941,2
184,3062.03908512887,88.267065114331,439.777161152303,8.66070590942216,3
203,3067.36062550284,116.711000519432,581.883917769656,22.1339875246067,3
219,3072.05360340885,109.454973256703,546.029561008028,14.9830539224269,3
278,3089.24259539201,782.845434517815,3913.75277112773,29.2141019443711,3
296,3094.5269621182,273.648454472044,1368.98260261789,48.9129160997297,3
316,3100.24118415369,145.208988588073,726.95775191987,26.2173334305107,3
359,3112.9726605889,484.159324080548,2427.70278691164,50.7862820351604,1
435,3135.08973758444,288.100915067217,1448.60704431758,31.3083099866212,3
456,3141.3945450692,244.747382555676,1231.58708015773,30.5402660782098,3
477,3147.63980822869,145.720689568446,733.847660252801,16.3317851870632,3
520,3160.15604651464,415.135281762076,2093.87232944107,29.7361218371566,1
593,3181.71669060557,197.623983955629,999.452092973894,26.7657030560481,2
614,3187.85842825593,102.171659967184,517.110261500591,12.2333463921433,2
39,3204.45533473843,439.73747583755,2230.168655209,30.8924213515167,4
55,3209.39162130889,167.409044024298,849.548055815519,18.1110183028734,4
94,3220.79900221237,635.58346204024,3229.92881258701,22.4932429249308,4
113,3226.65807998598,351.227962827583,1786.17128965398,22.8127466569515,4
172,3244.07960087857,220.657482004433,1124.56348519284,24.5442306386656,2
190,3249.68118081843,318.805481127404,1625.88610088476,26.9121572305271,2
251,3267.70591351081,161.155854661653,823.704074425862,15.9804899339387,2
268,3272.86239674453,177.154435566134,906.04887808011,16.9004279916688,2
323,3289.30634438325,293.315911482943,1503.17430155793,24.2825304267086,2
346,3296.28488830953,228.335103027939,1171.16162887251,23.4965689484821,2
27,3313.91014767358,173.008777095772,889.296252360523,9.65542581364348,2
48,3320.08824351945,1249.99537236476,6430.04048280808,32.5152097292994,2
72,3327.41374719674,260.017869499369,1338.7388959699,12.9323650430175,3
92,3333.6213540401,240.388525363226,1238.60953008747,33.3370195535504,3
115,3340.46768477484,155.284436769448,800.774204521854,12.5598650697152,3
189,3362.95114901484,137.31015764639,710.018618130107,19.0068626319018,3
208,3368.83839819052,202.041586095831,1045.48445048009,34.1285920829849,3
227,3374.35912347666,135.570429805672,701.991793601653,37.3375713401653,3
263,3385.39648492526,71.8458293069792,372.518920344536,12.399939508321,1
317,3401.88229738267,295.350789413814,1534.43801355089,29.3149507449582,1
34,3424.16655197679,246.177921016482,1282.40755422886,21.0977016631843,1
63,3433.01507885744,335.287518316836,1748.46273307915,24.8075831886111,1
105,3445.9966318673,223.113567662111,1165.31119370578,25.0186555921027,2
125,3452.07243072175,450.426382723644,2354.26977952697,51.964591993059,2
179,3468.70522512583,328.73597200653,1721.64977828232,29.5004706129919,5
201,3475.62558821397,227.467423136492,1192.27449276001,27.6293220711407,5
