index,m0,A,int,SN,mult
55,3025.32852110147,342.061154977971,1696.3985269454,25.3975410629827,1
81,3032.75368599346,202.464304291906,1005.03193950316,19.7171961675771,1
126,3045.76464773685,434.136302125261,2158.59034759596,25.4004185569462,1
193,3065.11537378969,170.927215625145,851.948228717688,16.5934799610103,2
216,3071.93003324399,156.845475737558,782.430750859537,12.3775704188785,2
37,3089.62204253211,998.937388876185,4994.31911658779,37.6397563811778,1
59,3096.08207658803,333.338744057067,1667.92037530771,54.097363437871,1
117,3113.05706620346,553.710592648561,2776.48051287175,68.1969824320219,1
141,3120.02218281485,124.243905242456,623.540621726527,19.0844040518404,1
196,3136.02891416637,410.4179130319,2063.87358490754,44.089591102975,1
222,3143.930208675,226.682175233945,1141.04179678264,23.3834066295751,3
262,3155.7207659908,163.565756076087,824.54347748284,14.4814591633779,3
279,3160.71944637947,482.818456086038,2435.42530171847,43.7273442026568,3
313,3170.76049604104,116.043797180665,586.07646949608,13.7611481335135,1
346,3180.26453855319,213.993560292608,1082.04391091381,20.5590024869655,2
362,3185.11810738063,162.0780323988,820.029520069859,22.6177340750485,2
427,3204.34739941075,596.088650466882,3023.07755861124,39.3849738656405,2
444,3209.26413782617,246.772579880871,1252.27323543645,28.9283888707854,2
482,3220.80946037571,805.126437760839,4091.52312483186,24.9775781753422,2
502,3226.72877793726,547.605694961812,2784.87533671062,67.3658926143168,2
23,3242.67788127485,289.440166476225,1474.85478436798,31.4654291198971,3
43,3248.62563807365,440.300894740482,2245.21314669459,49.4687247898934,3
60,3253.68304410004,201.232698590144,1026.77760697095,21.3905946707387,3
117,3270.76579112264,378.179136652045,1933.68436171073,44.4696401944119,1
21,3289.28867795483,397.554220760852,2037.36644964443,32.6316440938883,2
44,3296.01747513114,241.507152005294,1238.68237990361,23.4441421035766,2
123,3319.95640445994,1415.48897564352,7281.23114766235,30.2257190219207,1
161,3331.41903088716,304.679339568589,1569.4495192608,29.1796239173351,2
188,3339.55467890926,216.362169687799,1115.61741651982,17.5438815797981,2
42,3363.63629645433,199.657680564445,1032.49783772995,18.1950388823907,2
65,3370.63182827273,278.457017850708,1441.21670639917,19.9540456790515,2
106,3383.08788042357,81.9175521468251,424.622056886685,14.0325470610876,2
126,3389.19511450507,59.9182031320083,310.817089614286,11.8457883653803,2
164,3401.00140635517,314.745317134658,1635.02479823873,32.2190881692549,2
183,3406.69290155862,135.214272826411,702.887260066124,35.1766404824239,2
239,3423.84039269879,259.411608403602,1351.29240100291,21.9523897852571,1
269,3432.9994149571,351.366526409298,1832.30835371517,30.0504829145321,3
309,3445.42762901566,203.410173732785,1062.32880792631,10.8486832738275,3
330,3451.74695464836,585.789395736546,3061.66003909372,33.3599325680298,3
386,3469.01772580147,402.767397597992,2109.44462418253,39.277467628985,2
406,3475.3166374552,293.950576093003,1540.69019722503,38.861664917517,2
446,3487.556796193,190.280234058958,998.779835138514,23.3654972115706,3
467,3494.21617370485,236.248735368191,1241.05410524137,33.0304064330673,3
490,3501.27044942558,139.940145077699,735.747584164795,18.5727449545833,3
525,3512.08799066131,260.871074168359,1373.32091993793,24.7632366276147,2
547,3519.17717527781,236.229594127744,1244.64856085878,38.0904615176971,2
36,3542.58829742554,198.494177894768,1048.73985271377,22.96982773147,1
79,3556.0472744732,478.97681422684,2534.70368429986,28.2993466251677,1
105,3564.05626763215,569.205667032877,3015.04364385412,36.1915774936108,1
170,3584.52711005557,106.448065077836,565.213652045069,11.07284524469,1
218,3599.48011459423,185.785367702633,988.216509294255,13.0217018281968,1
41,3631.15258385568,122.340657310829,653.173980666455,15.5867494257422,3
65,3638.72356804615,108.607110719115,580.366152277153,18.422401152605,3
95,3648.17391078973,115.612921884472,618.48791289005,12.4307896880383,3
128,3658.71890957445,79.997143939585,428.48481459233,14.4578527988012,4
154,3666.76635442412,84.4511761200721,452.767606310882,10.2934254060391,4
188,3677.82169948573,127.485799523625,684.372074009454,14.6749780704351,4
208,3684.10327750849,374.155136194626,2010.02062001267,28.8491653340147,4
240,3694.18091121459,403.747179078689,2171.54344720201,22.3169529448004,1
292,3710.93822568749,298.304400590224,1607.55471461289,36.9518228042483,3
316,3718.68831735564,229.336805987741,1237.00390815036,52.4437830047186,3
340,3726.24758118643,234.689529929129,1266.98730686934,44.7836967235685,3
367,3734.79406961998,140.219195981898,757.733772547917,14.724920456812,2
397,3744.41388745851,148.035469775737,800.864699989885,15.9130298001376,2
22,3761.42939048118,206.817589859779,1121.07833091427,19.7301016707278,1
51,3770.53677072072,166.781050292391,905.007532120862,20.291141747152,1
86,3782.06440031901,416.357196402361,2262.29547458349,36.0526154855771,1
43,3806.01179264504,168.562137931802,918.419441318635,40.2995544592805,4
70,3814.75445407205,196.321679198817,1070.7442744851,21.5711317095189,4
95,3822.83244776578,538.736555327303,2941.01227502443,31.7509180424465,4
120,3830.9627507073,360.318121160254,1968.84541916502,23.7054257915264,4
174,3848.26337465763,300.401049548503,1644.70409812599,38.5470221739995,1
32,3872.94671797359,91.0293782791066,499.796383222606,10.078197869975,1
111,3898.82059548796,237.012985967628,1305.16155407586,21.0450909204702,1
152,3912.1515762212,315.828938076878,1741.81642458313,44.7137192186082,1
201,3928.17003798544,254.06707934124,1403.74617783281,21.6757067672377,1
241,3941.52419799566,227.217496792599,1257.30094969451,32.7693950101852,1
300,3960.88484047201,284.347049678101,1576.87530256054,23.5461781529872,1
334,3972.32336168415,96.3911167970071,535.237597409484,7.73788739408802,1
371,3984.46439725129,158.600205117924,881.876931736086,14.0033714169778,1
405,3995.78168422452,73.6402556180629,409.989830997158,13.2121779677679,1
469,4016.91215850637,480.446939132,2681.23508684582,53.0307350289991,2
487,4023.04194272415,290.087342164812,1620.0076375708,35.1536533824618,2
534,4038.84597996961,141.567734841035,791.994285440782,16.8362338260639,1
581,4054.3504654041,124.075068729221,695.337839107921,17.2168866934409,2
600,4060.63991505963,137.214842617758,769.516167360149,32.0307122037776,2
30,4082.55739021205,74.2727459732118,417.549948646926,10.6961486242779,1
75,4097.61238023635,179.039243880362,1008.22014863127,17.8087494837599,2
99,4105.70174914516,257.996520843991,1454.15851751364,23.6078841091783,2
