m0,mult
7197.36449557598,75
7210.70959195345,75
7218.7302031823,75
7230.957578165,75
7240.97334733422,75
7246.68940669128,75
7254.01915493515,75
7262.69101866398,75
7271.17330895851,75
7281.29159807152,75
7285.75998066262,75
7289.97374288791,75
7295.50982583171,75
7308.21211381427,75
7321.48182418036,75
7330.07518732219,75
7342.900713541,75
7355.60916530466,75
7365.38827411114,75
7373.42466131985,75
7384.76765986264,75
7393.657998366,75
7399.1444346996,75
7408.12804934028,75
7423.38432725828,75
7433.77833408609,75
7438.02871028547,75
7451.00031162759,75
7458.60516935876,75
7462.5628874959,75
7480.52600572938,75
7487.17738422055,75
7494.56576628903,75
7499.22138178314,75
7515.80417082199,44
7522.53974400865,44
7528.95448404398,44
7538.39175027622,44
7546.58745264444,44
7551.56626477922,44
7563.03563120809,44
7573.98271821587,44
7584.72414175377,44
7595.20964637693,44
7606.80225947744,44
7614.71629997084,44
7620.04596321348,44
7626.05109416362,44
7648.32654835587,44
7654.26542379359,44
7664.25387384903,44
7677.39246752453,44
7687.41902597058,44
7696.05001938,44
7705.18873834086,44
7718.71579473226,44
7728.04583146971,44
7734.54058729334,44
7747.68188722681,44
7756.63028496108,44
7761.22399521049,44
7768.27159312024,44
7774.05842055978,44
7780.22578086651,44
7785.67403266694,44
7792.91271986699,44
7804.21885880986,44
7809.0587620294,44
7815.20828463396,44
7823.25515913228,44
7832.65520972452,44
7841.43284498597,44
7845.72154909788,44
7855.07574968184,44
7863.60353489748,44
7874.06817412389,44
7880.05613567187,44
7888.3827125452,44
7908.09647547896,17
7922.06047546904,17
7934.12610832427,17
7944.64246322834,17
7955.53059595088,17
7965.71908079477,17
7975.99983689592,17
7987.12035518528,17
8002.97011539974,17
8017.4869497938,17
8023.63390022148,17
8035.39165112203,17
8040.12906781923,17
8047.41124226519,17
8057.9399660124,17
8068.41286712086,17
8075.59252402668,17
8088.95087077591,98
8100.30948221905,98
8107.7031289915,98
8114.78316685686,98
8122.06587659474,98
8128.88616053094,98
8134.06779271878,98
8139.58962391877,98
8149.22954247145,98
8158.64607039643,98
8168.83228700036,98
8179.36733081629,98
8196.52273126192,98
8204.88546627167,98
8215.20758374183,98
8234.59297185088,98
8243.23406144092,98
8254.56147216792,98
8261.30952946331,98
8267.61149398692,98
8280.03764858828,98
8288.76594949542,98
8296.18903574532,98
8308.54464278095,98
8316.06297322528,98
8323.66761499133,98
8337.55190548703,98
8351.27255723096,98
8359.97090458212,98
8370.76453220727,98
8383.61665756425,98
8396.33394290472,98
8409.78224449109,98
8419.08651120249,98
8428.1632011971,98
8437.11781443286,98
8450.41668735059,98
8457.32648250575,98
8462.52529241942,98
8474.21268410017,98
8485.50449522391,98
8496.0389605727,98
8512.50369295401,98
8520.09517225838,98
8532.29460012859,98
8538.36712497073,98
8551.9181771757,98
8556.91436518256,98
8561.13882048622,98
8565.68284368375,98
8574.0241143822,98
8586.89376669443,98
8595.71779935484,98
8603.10717487667,98
8613.58461724551,98
8619.60388993946,98
8637.4865527142,98
8647.96469429796,98
8654.69510600271,98
8667.38316600253,98
8681.89606656667,98
8693.25137724797,98
8702.18787801772,98
8712.55064541567,98
8724.28448264827,98
8730.41992273987,98
8737.37969664763,98
8745.52606134464,98
8749.87207991636,98
8759.94568677696,98
8765.56432778803,98
8772.35772459998,98
8777.08533824456,98
8791.557023104,98
8803.37828081817,98
8821.59261813103,98
8832.19899260775,98
8841.99198880289,98
8847.41540366935,98
8853.36386331368,98
8864.65443586976,98
8879.24336789973,98
8899.15130476035,98
8908.51906994331,98
8926.40370520319,98
8937.05437606173,98
8947.2468492281,98
8958.2841642859,98
8971.69889369348,98
8985.79534714863,98
8992.23270658943,98
9000.37917252954,98
9009.05596276533,98
9014.81781693332,98
9028.03699774448,98
9039.4048947968,98
9044.46319909068,98
9058.617327676,98
9068.64442839228,21
9086.73889898791,21
9097.23087123254,21
9106.55590989488,21
9114.71349151988,21
9133.96424082369,21
9145.86405565139,21
9153.34358318277,21
9164.013150022,21
9171.95474549405,21
9177.34004995142,21
9183.79414560481,21
9191.13239420754,21
9197.96799694789,21
9209.80767371443,21
9215.86487526136,21
9223.71609470841,21
9232.63162004658,21
9243.12235215205,21
9251.97852697813,21
9271.3538653255,21
9293.25615778615,13
9301.32625832099,13
9305.76959102827,13
9312.28763717772,13
9327.08988472059,13
9337.59691002063,13
9349.52746343922,13
9361.45703459726,13
9371.31318655648,13
9383.43275867472,13
9390.16418199594,13
9404.07616454664,13
9420.97495110225,13
9433.38992591515,12
9439.35664538588,12
9447.49771546804,12
9458.61568134457,12
9466.9516788701,12
9476.39075316072,12
9497.31245744943,12
9507.58444063035,12
9515.25788485257,12
9523.74287015019,12
9540.07539074945,12
9548.92352121529,12
9564.86298396215,1
9569.47886406947,25
9576.22416143424,25
9583.70634228209,25
9595.03203809705,25
9607.13405510187,25
9629.53725701747,25
9639.70416490614,25
9654.28376412926,25
9666.2102874654,25
9672.83750262138,25
9680.51824783535,25
9698.37800331322,25
9709.91095886931,25
9716.07630224495,25
9724.29181495584,25
9736.89281239453,25
9747.47380470815,25
9755.71255753362,25
9767.40817226906,25
9786.02336668919,25
9798.25400865244,25
9809.05826365121,25
9825.21839521226,25
9838.4351244372,25
9845.86850266611,25
9861.04268904629,309
9871.99506395523,309
9882.14186391897,309
9888.42563054168,309
9896.20519720692,309
9905.2841767709,309
9910.30343245265,309
9922.57584360217,309
9929.43513090834,309
9937.53599445211,309
9945.48751782821,309
9956.08405572058,309
9966.9271614267,309
9981.7112428499,309
9993.41439332943,309
10001.9600830176,309
10015.7077036698,309
10032.3874838115,309
10041.1331814416,309
10046.8377236025,309
10057.4196947799,309
10067.9812198908,309
10084.8267675412,309
10092.6848600389,309
10100.642522537,309
10108.9187365317,309
10116.7755452896,309
10122.4766691146,309
10128.314887056,309
10136.5029728728,309
10145.6590108879,309
10152.0195439373,309
10157.0529713453,309
10165.1554573238,309
10170.6316694214,309
10178.1737255259,309
10184.678178175,309
10196.8032267472,309
10208.8717017897,309
10218.1465243911,309
10224.941055686,309
10230.6330619574,309
10236.2871742567,309
10242.7163264609,309
10264.8302961367,309
10270.3255944501,309
10278.8236916683,309
10290.9329834015,309
10312.444636997,309
10321.5393356568,309
10328.7244605235,309
10345.4247250418,309
10352.7943085881,309
10361.389310021,309
10374.5759738492,309
10385.7828084551,309
10391.0030508745,309
10396.8638782908,309
10408.5556944228,309
10426.0549708436,309
10434.6112058395,309
10445.3007335521,309
10458.1975795595,309
10467.5636636291,309
10476.6115450378,309
10489.2460172861,309
10501.8594591674,309
10517.4695817168,309
10534.685309544,309
10544.7011989315,309
10560.8465389166,309
10569.5175394039,309
10575.7433918603,309
10590.94421965,309
10605.5557262739,309
10614.6085227299,309
10623.4744706251,309
10632.7240035571,309
10647.9016358703,309
10657.1508346407,309
10673.5805067181,309
10679.3376788235,309
10683.9229705797,309
10690.1289893731,309
10703.4077793863,309
10711.1082951577,309
10721.4623356927,309
10730.3392879196,309
10739.8099066501,309
10745.9287725331,309
10767.9035709085,309
10774.5269415819,309
10782.3486680498,309
10790.8608650804,309
10810.1116799845,309
10822.6642735432,309
10836.9399248768,309
10849.743440005,309
10856.5026541805,309
10862.6253723166,309
10871.9669846771,309
10881.0983108997,309
10893.3994075458,309
10900.725298835,309
10909.100080998,309
10920.9063535996,309
10929.8125535736,309
10941.469517875,309
10952.2600204578,309
10969.0905400136,309
10977.845659998,309
10986.772076837,309
10997.0816643143,309
11009.8317285817,309
11019.9796992562,309
11029.5351843861,309
11034.9866437926,309
11048.6278578312,309
11058.5207847915,309
11066.7996186235,309
11077.8285200075,309
11087.7061839002,309
11093.2379667214,309
11100.7118490672,309
11114.0509570737,309
11121.7914810111,309
11130.731322784,309
11143.0702801205,309
11148.9975994315,309
11158.4952667388,309
11175.9472223345,309
11191.9131042308,309
11204.1416336549,309
11216.3133162249,309
11228.3296848066,309
11239.8105502253,309
11251.3765095265,309
11264.7140845481,309
11271.479315383,309
11278.8962182544,309
11290.7375868705,309
11303.24974435,309
11316.1581969034,309
11323.1588065937,309
11334.2741731208,309
11344.0562594712,309
11349.3492997045,309
11356.3036127689,309
11361.1301162247,309
11373.996433082,309
11383.692588146,309
11394.0784471923,309
11402.9445308863,309
11420.022669442,309
11431.4162832647,309
11438.5863050443,309
11447.5323787543,309
11455.5363147162,309
11469.5429171944,309
11476.9838318889,309
11487.2575990933,309
11504.5574583836,309
11513.7194218534,309
11526.1722168589,309
11540.1607713185,309
11556.0796848343,309
11564.3142339884,309
11571.0933508166,309
11582.8095973958,309
11591.5754803965,309
11605.1711675839,309
11617.705415965,309
11629.4950008256,309
11638.8583205477,309
11660.4639843532,309
11667.0609141562,309
11681.1832545818,309
11695.1057870714,309
11708.3566006076,309
11714.9865316078,309
11722.0839182359,309
11733.5354122347,309
11741.9103211157,309
11751.2160551307,309
11759.756590015,309
11774.3313714995,309
11789.528582807,309
11795.8613027505,309
11801.9258277684,309
11816.7271723375,309
11827.5022172421,309
11841.1320891095,309
11859.6027710106,309
11873.2547625614,309
11881.1007827041,309
11888.2751306791,309
11904.6546576353,309
11918.3747514666,309
11932.1298924715,309
11948.0645579904,309
11963.2712305775,309
11974.7263564867,309
11984.3996285636,309
11995.8524175736,309
12006.0420980383,309
12013.3250654017,309
12021.4297222544,309
12037.1661347046,309
12051.3949905435,309
12062.5351470244,309
12075.1633610206,309
12082.1165770328,309
12095.3320790065,309
12102.6042266156,309
12109.0453636056,309
12122.9425785007,309
12131.4376138617,309
12138.538768684,309
12151.3381123049,309
12167.4233506889,309
12178.1840211992,309
12183.5460463082,309
12191.8254749032,309
12207.4859727402,309
12217.2695778663,309
12238.4599578789,309
12252.8041364927,309
12262.8061967755,309
12271.103351336,309
12280.6358428984,309
12293.2171139808,309
12300.4529994101,309
12307.7071656393,309
12327.2463499984,309
12343.0805258655,309
12350.7889757198,309
12361.3906884541,309
12376.4213067323,309
12395.820122927,309
12409.9004948952,309
12422.966516873,309
12443.0089413443,309
12456.1223726159,309
12462.3782818942,309
12480.8097966965,309
12494.7386375568,309
12502.7815497738,309
12517.6002113218,309
12529.3256896857,309
12539.8911062733,309
12557.038143084,309
12568.5836127988,309
12585.1686762277,309
12603.6803619909,309
12620.9672022205,309
12634.0182282554,309
12644.1242098814,309
12667.1531263077,309
12683.8066478397,309
12702.0496866277,309
12707.584867591,309
12719.3888480333,309
12733.6263395054,309
12745.3475199282,309
12757.6915391591,309
12776.2120297179,309
12792.4783328992,309
12809.3522545396,309
12833.4647981826,309
12846.2986678945,309
12858.1924806933,309
12866.1803594604,309
12876.1473630828,309
12888.0927625723,309
12898.0767126572,309
12912.2818867237,309
12926.0172170597,309
12937.8176519707,309
12957.1613744739,309
12974.8703823511,309
12995.8945342587,309
13007.572738973,309
13018.2637412171,309
13039.3847972081,309
13056.6576371785,309
13070.5271611151,309
13082.1162492374,309
13100.4732017358,309
13112.8835722923,309
13124.1153696341,309
13142.0546088604,309
13157.375814574,309
13164.4321807001,309
13182.2561872883,309
13207.4723458745,309
13229.6472423641,309
13242.6559643368,309
13255.5499128796,309
13267.0529473137,309
13283.2664796782,309
13305.1794714983,309
13327.3280984365,309
13347.8111869889,309
13369.8584101317,309
13389.371269432,309
13404.2858986801,309
13421.2515440297,309
13433.9711531962,309
13440.1462146041,309
13464.3632619032,19
13472.8602551082,19
13483.0321704845,19
13493.846709199,19
13502.9558853727,19
13510.8956344529,19
13518.5550871983,19
13533.6667887,19
13550.3060334877,19
13569.5917925039,19
13577.1317334095,19
13599.0791540366,19
13620.854151677,19
13630.5098538362,19
13642.5269153667,19
13651.6512302804,19
13667.869341005,19
13688.0188335615,19
13697.5329974556,19
13710.7124708793,1
13732.192060001,9
13740.5810194115,9
13757.7766083306,9
13774.5556617912,9
13789.9751155431,9
13803.746674025,9
13821.4380004482,9
13833.7759648813,9
13852.7346682256,9
13873.8252292323,12
13885.2706913997,12
13893.7476266612,12
13912.0047960841,12
13923.3506047896,12
13934.4206692203,12
13951.1384181707,12
13981.1363948735,12
13988.4073637522,12
13995.8170746728,12
14005.3820008692,12
14038.5806513534,12
14053.8008667268,12
14069.9898480888,12
14100.7085134707,12
14117.90734532,12
14141.1963930671,12
14158.8105513871,12
14166.1243523424,12
14177.6329184574,12
14185.9031715197,12
14192.7480367929,12
14206.3088894743,12
14216.57040539,12
14247.8524064338,32
14261.1515352959,32
14273.4837011195,32
14281.4420719221,32
14290.2735744395,32
14304.2451049539,32
14312.2015878531,32
14322.8946847716,32
14332.4319834012,32
14342.3957324965,32
14355.4636822426,32
14366.8431218627,32
14383.3104818732,32
14395.1700705392,32
14417.3379706766,32
14432.8198435239,32
14446.7869354148,32
14459.9135757855,32
14469.4204212407,32
14482.7557805324,32
14496.5981069565,32
14511.5526771424,32
14523.3236106026,32
14533.2056817693,32
14547.3589212476,32
14560.0223232178,32
14567.024082896,32
14578.6497436825,32
14605.0865111722,32
14616.2157746523,32
14622.8744627268,32
14630.1347298961,32
14640.8536308037,22
14654.2514403281,22
14680.1025707142,22
14696.5590316954,22
14705.462100216,22
14715.2853560259,22
14727.4138588741,22
14738.4949062,22
14747.9452269569,22
14755.0544038893,22
14774.7911432065,22
14792.3613859614,22
14809.577187032,22
14819.5774299028,22
14831.537730158,22
14842.7746093609,22
14853.5328450321,22
14865.6039291576,22
14873.2277900791,22
14900.6058268615,22
14909.4361541113,22
14918.8071065058,22
14928.7381670509,9
14941.835737236,9
14951.2480797815,9
14968.2513945381,9
14979.2607117601,9
14999.3807158262,9
15017.0780615011,9
15028.3990310871,9
15038.3246631915,9
15057.9484470526,1
15069.630421108,53
15080.5081781492,53
15092.7809808711,53
15105.402710691,53
15124.6539878892,53
15140.5418668895,53
15159.1615385447,53
15166.9769771211,53
15180.9718689221,53
15201.0345026899,53
15229.1483878971,53
15240.0329494087,53
15250.3299289943,53
15260.6291159536,53
15270.9750410495,53
15286.8722847698,53
15302.6408074815,53
15321.4580626989,53
15338.5701210135,53
15345.9519296497,53
15364.1194535109,53
15377.0966232466,53
15385.3763618611,53
15400.3271861413,53
15413.6027851156,53
15423.8392345489,53
15441.7018627144,53
15451.0270056994,53
15465.0280060863,53
15477.9365736059,53
15491.8991448724,53
15506.3995623741,53
15520.499799341,53
15534.8266188302,53
15551.1813346051,53
15571.9694639235,53
15591.7040535225,53
15609.0794186309,53
15618.073147019,53
15634.4265275716,53
15648.5137520419,53
15660.0736572624,53
15668.1676772813,53
15676.3388623793,53
15690.0679569804,53
15707.2878926608,53
15717.9145500388,53
15728.2229895076,53
15743.5714879455,53
15752.0208693437,53
15761.727125129,53
15774.0742285238,53
15789.945940567,53
15817.8848174745,1
15840.2123527137,1
15865.8838485914,17
15881.5190698031,17
15901.7693320885,17
15921.704843564,17
15931.9938429817,17
15940.2186428176,17
15963.7397797312,17
16000.7835602281,17
16023.3226426681,17
16043.8049200307,17
16063.4634387431,17
16077.669025283,17
16086.8193534513,17
16105.7439344561,17
16128.2189165469,17
16142.9315734561,17
16159.8286124917,17
16176.2946085448,1
16186.6225464305,20
16207.2619369331,20
16220.7318860146,20
16249.4166478395,20
16269.9297540227,20
16291.4100544631,20
16312.8163035115,20
16331.5245171969,20
16355.799989763,20
16385.556938348,20
16401.1799926894,20
16433.1739723534,20
16446.0265431136,20
16455.1073982766,20
16470.8291241955,20
16494.8339420064,20
16515.3195612674,20
16532.2271597816,20
16547.0181214202,20
16556.8955507123,20
16569.9591844263,1
16585.8146218332,1
16599.1341821821,39
16617.5009155766,39
16630.2656072266,39
16642.0910386552,39
16653.4282384787,39
16666.535884544,39
16680.7710661789,39
16691.5491479617,39
16715.2834970695,39
16734.5436556586,39
16746.5368734658,39
16763.8118999431,39
16780.5061690607,39
16806.2129729841,39
16821.3857145912,39
16831.4264621237,39
16850.0789288407,39
16865.9669719919,39
16878.8954135227,39
16897.6878858567,39
16910.4774731741,39
16921.9226527879,39
16939.5988361103,39
16955.5606675762,39
16967.0424987974,39
16977.9023158286,39
16995.9666185351,39
17016.5039823039,39
17038.6428677085,39
17059.5053394983,39
17086.3186439074,39
17105.14910885,39
17127.122739243,39
17138.9383816519,39
17150.3662367435,39
17165.2220778951,39
17186.4226532427,39
17202.3259703848,39
17215.1177904308,39
17267.6463480745,14
17289.4804036869,14
17305.9871927954,14
17330.8795032159,14
17344.8823342004,14
