index,m0,A,int,SN,mult
36,3022.16506338477,130.494653249473,646.909032836376,11.9242216118325,3
58,3028.6525499841,167.062577530568,828.868578429908,11.690180628729,3
80,3034.86119851194,124.378526477647,617.578733872601,19.969388860733,3
118,3045.75382085305,247.380530495315,1230.01116021481,39.0397082246089,2
138,3051.65275882486,119.636631661713,595.292576745964,13.0714576732953,2
185,3065.23151978736,129.075318398447,643.356262650967,13.6473379075513,2
208,3071.90154331638,79.6429665146662,397.301119365461,15.8580066677264,2
265,3088.5330325031,436.90543961263,2184.0681687058,45.6207331363126,3
276,3091.60470125194,367.254236374773,1836.59223437094,36.3946622333583,3
294,3096.85780319633,191.779124656452,959.694576591518,23.0529149919169,3
351,3113.48559445621,455.588277953991,2284.58644963905,76.0760475306789,1
429,3136.47852884392,285.094599975714,1433.73903052391,45.1087322034911,1
454,3143.8575638271,217.861310235066,1096.63061285647,14.215495705539,1
510,3160.33680750214,291.983807369307,1472.75014147595,29.1251450859581,4
529,3165.83819596404,121.081330712227,611.144936776949,25.6281648631918,4
554,3173.22366170065,70.341712725684,355.367740343523,16.4117436771142,4
585,3182.30690177499,127.614421277682,645.436982899128,17.9564573741751,4
663,3205.49476846816,412.526963415171,2092.4367637447,66.3858435988209,1
715,3220.96572406365,618.123462692475,3141.26459551785,29.0985173810379,2
735,3227.09602368558,315.143064366533,1602.74787184812,32.3672041891236,2
25,3243.90433166749,202.948727503183,1034.28992199749,26.1248016642301,2
46,3250.23178376082,276.774611728029,1411.62704370008,43.9130111520357,2
102,3267.11765128713,148.250271119314,757.686064457698,17.970995763004,2
119,3272.20479206169,163.255525630401,834.896215564677,31.627183373566,2
21,3289.10163804441,249.08557545508,1276.47239446115,31.2167940465445,3
40,3295.01994004589,150.65990418903,772.63560397903,20.1350390125677,3
59,3300.72934825709,91.4352458097937,469.238398312956,19.6614241498356,3
51,3320.2697882419,1145.65028264531,5893.41430791853,36.5451729016093,1
70,3326.09818077689,226.106582330842,1163.95542256847,18.6287319844102,3
90,3332.21053272372,209.478801744817,1079.16099928168,29.5626759390734,3
110,3338.06249550601,167.749159668754,864.79973214433,26.4818915785453,3
167,3355.39557663705,55.8900821612538,288.738027068211,13.9335225992421,4
190,3362.51496652703,86.9802212050525,449.743216889584,16.2657813751804,4
210,3368.56355710729,180.040872507312,931.60854365223,25.978578479836,4
227,3373.68886265476,152.825896392191,791.277442700636,36.0731860375308,4
26,3388.48913154445,60.7083876649361,314.889201331865,10.9980544458274,1
68,3401.40294173874,265.880331398067,1381.25007152657,45.0938589418921,1
24,3423.84971995836,188.153054114471,980.102930229776,20.3987696806244,1
55,3433.29663236983,256.968617272575,1340.089408378,38.9830436468065,3
93,3445.097539902,146.470345389637,764.924889627752,14.1895820760325,3
115,3451.88598987886,367.625279040962,1921.44548347148,30.4695574928546,3
170,3468.77323527479,214.633091416772,1124.08149012942,39.849088235348,3
187,3473.96025701748,147.357846936904,772.224964817253,53.6888961516428,3
205,3479.56660336672,93.3027119565595,489.27822380051,34.6077130106963,3
241,3490.89676316358,139.945644237418,734.866768530006,33.0947418109373,2
264,3498.041792013,122.769793972177,645.224568450587,21.2865470100407,2
307,3511.15141312434,193.650694502118,1019.33455797645,36.9123583987011,3
328,3517.72723176631,143.836784761377,757.717825864065,23.6497019492704,3
345,3523.08438054266,86.1763713965216,454.257818324861,17.1732110868206,3
26,3538.34305590609,66.9957559978574,353.792455719725,11.3131466510549,2
46,3544.66793108797,109.163330980521,576.904444458575,10.8786850139465,2
84,3556.57654424567,322.678311748037,1707.69260963936,31.8329537115259,2
109,3564.40849216433,375.117180808448,1987.05294895884,27.8767138592906,2
159,3580.06934867444,74.9812057683219,397.922735020986,12.8467130947891,1
222,3599.71179947683,137.861562825827,733.323579771754,12.8674457964783,1
321,3631.11183454847,62.7091140451499,334.800929163104,10.2849892169725,2
347,3639.17056511194,67.7021107314121,361.800188332282,16.2715412932088,2
428,3664.8579334328,60.3890176443903,323.691075087782,12.6833194405532,2
457,3674.12808588032,72.710544914679,390.15805330769,10.5167332193528,2
489,3684.31907056321,294.57690720799,1582.55361086207,29.2582891358273,1
521,3694.50320441936,247.538726711763,1331.43044088062,32.6494961632788,1
574,3711.6591238376,227.973450523689,1228.64602593711,34.891905381008,1
611,3723.37353515377,120.352064991193,649.512012513432,18.4480593181418,2
632,3730.00210461687,141.5634655377,764.573009133486,20.3859200481366,2
725,3760.13378226236,100.559287918836,545.011445508709,19.4339770346436,3
747,3767.19128568909,86.56627180888,469.554907984877,22.3904747494481,3
766,3773.13652222311,73.6430698581947,399.730916560889,12.198084918675,3
795,3782.54669371843,284.447563784249,1545.64454490466,20.0521232652904,1
30,3805.15132344508,121.037866109712,659.415748080216,18.2245615059995,2
51,3812.015912568,114.820024221132,626.03478467552,14.949084361228,2
85,3822.91065636347,348.511729307223,1902.57458015879,38.5333103853164,2
109,3830.81045847465,268.0867895869,1464.85063659448,25.6847908645925,2
161,3847.83598689708,200.269204931929,1096.42582908605,26.4636055178547,1
317,3898.77141067041,168.784106837536,929.439765970514,26.3328132958844,1
